,timeslot.is_full,timeslot.start_date,timeslot.id,timeslot.instructions,timeslot.end_date
0,False,1556028000,541134.0,,1556071200
1,False,1556028000,541134.0,,1556071200
2,False,1556028000,541134.0,,1556071200
3,False,1556114400,541135.0,,1556157600
4,False,1556200800,541136.0,,1556244000
5,False,1556287200,541137.0,,1556330400
6,False,1556200800,541136.0,,1556244000
7,False,1556287200,541137.0,,1556330400
8,False,1556373600,541138.0,,1556416800
9,False,1556287200,541137.0,,1556330400
10,False,1556632800,541141.0,,1556676000
11,False,1556632800,541141.0,,1556676000
12,False,1556892000,541144.0,,1556935200
13,False,1557165600,545482.0,,1557198000
14,False,1557252000,545483.0,,1557284400
15,False,1558029600,548506.0,,1558062000
16,False,1558202400,548508.0,,1558234800
17,False,1558029600,548506.0,,1558062000
18,False,1558029600,548506.0,,1558062000
19,False,1558116000,548507.0,,1558148400
20,False,1558202400,548508.0,,1558234800
21,False,1558288800,548509.0,,1558321200
22,False,1557583200,547202.0,,1557622800
23,False,1557583200,547202.0,,1557622800
24,False,1557756000,547204.0,,1557795600
25,False,1557842400,547205.0,,1557882000
26,False,1557842400,547205.0,,1557882000
27,False,1557842400,547205.0,,1557882000
28,False,1557928800,547206.0,,1557968400
29,False,1558015200,547207.0,,1558054800
30,False,1558101600,547208.0,,1558141200
31,False,1558447200,547212.0,,1558486800
32,False,1565731800,,,1565739000
33,False,1566082800,,,1566088200
34,False,1566082800,,,1566088200
35,False,1566082800,,,1566088200
36,False,1566082800,,,1566088200
37,False,1566082800,,,1566088200
38,False,1565911800,,,1565917200
39,False,1565731800,,,1565739000
40,False,1565731800,,,1565739000
41,False,1565731800,,,1565740800
42,False,1565911800,,,1565917200
43,False,1566082800,,,1566088200
44,False,1566082800,,,1566088200
45,False,1566082800,,,1566088200
46,False,1566082800,,,1566088200
47,False,1566082800,,,1566088200
48,False,1566082800,,,1566088200
49,False,1570055400,696459.0,,1570062600
50,False,1570055400,696459.0,,1570062600
51,False,1570055400,696459.0,,1570062600
52,False,1570055400,696459.0,,1570062600
53,False,1570055400,696459.0,,1570062600
54,False,1570055400,696459.0,,1570062600
55,False,1570055400,696459.0,,1570062600
56,False,1570055400,696459.0,,1570062600
57,False,1570055400,696459.0,,1570062600
58,False,1570055400,696459.0,,1570062600
59,False,1566082800,,,1566088200
60,False,1566082800,,,1566088200
61,False,1566082800,,,1566088200
62,False,1565911800,,,1565917200
63,False,1567454400,635482.0,,1567461600
64,False,1567454400,635482.0,,1567461600
65,False,1567454400,635482.0,,1567461600
66,False,1567454400,635482.0,,1567461600
67,False,1567454400,635482.0,,1567461600
68,False,1567454400,635482.0,,1567461600
69,False,1567454400,635482.0,,1567461600
70,False,1570575600,637676.0,,1570582800
71,False,1570575600,637676.0,,1570582800
72,False,1570575600,637676.0,,1570582800
73,False,1570575600,637676.0,,1570582800
74,False,1570575600,637676.0,,1570582800
75,False,1570575600,637676.0,,1570582800
76,False,1570575600,637676.0,,1570582800
77,False,1570575600,637676.0,,1570582800
78,False,1570575600,637676.0,,1570582800
79,False,1570575600,637676.0,,1570582800
80,False,1570575600,637676.0,,1570582800
81,False,1570575600,637676.0,,1570582800
82,False,1570575600,637676.0,,1570582800
83,False,1570575600,637676.0,,1570582800
84,False,1570575600,637676.0,,1570582800
85,False,1570575600,637676.0,,1570582800
86,False,1570575600,637676.0,,1570582800
87,False,1570575600,637676.0,,1570582800
88,False,1581634800,1204120.0,,1581642000
89,False,1581634800,1204120.0,,1581642000
90,False,1581634800,1204120.0,,1581642000
91,False,1581634800,1204120.0,,1581642000
92,False,1581634800,1204120.0,,1581642000
93,False,1581634800,1204120.0,,1581642000
94,False,1581634800,1204120.0,,1581642000
95,False,1581634800,1204120.0,,1581642000
96,False,1581634800,1204120.0,,1581642000
97,False,1581634800,1204120.0,,1581642000
98,False,1581634800,1204120.0,,1581642000
99,False,1581634800,1204120.0,,1581642000
100,False,1581634800,1204120.0,,1581642000
101,False,1581634800,1204120.0,,1581642000
102,False,1581634800,1204120.0,,1581642000
103,False,1581634800,1204120.0,,1581642000
104,False,1581634800,1204120.0,,1581642000
105,False,1581634800,1204120.0,,1581642000
106,False,1581634800,1204120.0,,1581642000
107,False,1581634800,1204120.0,,1581642000
108,False,1581634800,1204120.0,,1581642000
109,False,1581634800,1204120.0,,1581642000
110,False,1581634800,1204120.0,,1581642000
111,False,1581634800,1204120.0,,1581642000
112,False,1581634800,1204120.0,,1581642000
113,False,1581634800,1204120.0,,1581642000
114,False,1581634800,1204120.0,,1581642000
115,False,1581634800,1204120.0,,1581642000
116,False,1581634800,1204120.0,,1581642000
117,False,1581634800,1204120.0,,1581642000
118,False,1581634800,1204120.0,,1581642000
119,False,1581634800,1204120.0,,1581642000
120,False,1581634800,1204120.0,,1581642000
121,False,1581634800,1204120.0,,1581642000
122,False,1581634800,1204120.0,,1581642000
123,False,1581634800,1204120.0,,1581642000
124,False,1581634800,1204120.0,,1581642000
125,False,1581634800,1204120.0,,1581642000
126,False,1581634800,1204120.0,,1581642000
127,False,1581634800,1204120.0,,1581642000
128,False,1581634800,1204120.0,,1581642000
129,False,1581634800,1204120.0,,1581642000
130,False,1581463800,1204988.0,,1581471000
131,False,1582068600,1204989.0,,1582075800
132,False,1583793000,1204992.0,,1583800200
133,False,1582673400,1204990.0,,1582680600
134,False,1583191800,1204991.0,,1583199000
135,False,1584484200,1204993.0,,1584491400
136,False,1585089000,1204994.0,,1585096200
137,False,1585693800,1204995.0,,1585701000
138,False,1581463800,1204988.0,,1581471000
139,False,1582068600,1204989.0,,1582075800
140,False,1581463800,1204988.0,,1581471000
141,False,1582068600,1204989.0,,1582075800
142,False,1585089000,1204994.0,,1585096200
143,False,1585693800,1204995.0,,1585701000
144,False,1581463800,1204988.0,,1581471000
