,id,person.id,event.id,timeslot.id,created_date,modified_date,rating,custom_signup_field_values,feedback,status,id,attended
0,961149.0,467354,91154.0,541134.0,1556031669,1559850718,Positive,[],wfp is my political home,REGISTERED,961149.0,True
1,961379.0,467354,91154.0,541134.0,1556046484,1605725125,Positive,[],boom,REGISTERED,961379.0,True
2,961562.0,438678,91154.0,541134.0,1556061750,1559850005,,[],,REGISTERED,961562.0,
3,961684.0,507597,91154.0,541135.0,1556074554,1559850062,,[],,REGISTERED,961684.0,
4,961685.0,507597,91154.0,541136.0,1556074554,1559850273,,[],,REGISTERED,961685.0,
5,961686.0,507597,91154.0,541137.0,1556074554,1559850026,,[],,REGISTERED,961686.0,
6,964336.0,510436,91154.0,541136.0,1556239906,1559850387,,[],,REGISTERED,964336.0,
7,964446.0,56206,91154.0,541137.0,1556245143,1605722829,,[],,REGISTERED,964446.0,False
8,964447.0,56206,91154.0,541138.0,1556245143,1559850369,,[],,REGISTERED,964447.0,
9,965207.0,689,91154.0,541137.0,1556310286,1605722829,,[],,REGISTERED,965207.0,False
10,969877.0,6315,91154.0,541141.0,1556655895,1559850713,,[],,REGISTERED,969877.0,
11,969955.0,1774,91154.0,541141.0,1556659602,1605722512,,[],,REGISTERED,969955.0,False
12,972695.0,277630,91154.0,541144.0,1556856531,1559850830,,[],,REGISTERED,972695.0,
13,978107.0,467354,91985.0,545482.0,1557174879,1559850227,,[],,REGISTERED,978107.0,
14,978117.0,467354,91985.0,545483.0,1557175290,1559850227,,[],,REGISTERED,978117.0,
15,998738.0,467354,91985.0,548506.0,1557944429,1559851148,,[],,REGISTERED,998738.0,
16,998906.0,539369,91985.0,548508.0,1557948665,1559851152,,[],,REGISTERED,998906.0,
17,999303.0,539653,91985.0,548506.0,1557951714,1559851160,,[],,REGISTERED,999303.0,
18,1001057.0,25392,91985.0,548506.0,1558006031,1559851203,,[],,REGISTERED,1001057.0,
19,1004663.0,187589,91985.0,548507.0,1558123725,1559848717,,[],,REGISTERED,1004663.0,
20,1006961.0,187589,91985.0,548508.0,1558205825,1559850926,,[],,REGISTERED,1006961.0,
21,1008676.0,546254,91985.0,548509.0,1558317358,1559850603,,[],,REGISTERED,1008676.0,
22,992298.0,467354,92623.0,547202.0,1557602884,1559850761,,[],,REGISTERED,992298.0,
23,992397.0,56206,92623.0,547202.0,1557607438,1559850418,,[],,REGISTERED,992397.0,
24,994687.0,438678,92623.0,547204.0,1557775900,1559851015,,[],,REGISTERED,994687.0,
25,996786.0,176261,92623.0,547205.0,1557860562,1559851086,,[],,REGISTERED,996786.0,
26,996954.0,537933,92623.0,547205.0,1557865103,1559851091,,[],,REGISTERED,996954.0,
27,997575.0,19597,92623.0,547205.0,1557881096,1559851108,,[],,REGISTERED,997575.0,
28,998553.0,51695,92623.0,547206.0,1557937694,1559851142,,[],,REGISTERED,998553.0,
29,1001460.0,150744,92623.0,547207.0,1558018774,1559851212,,[],,REGISTERED,1001460.0,
30,1003527.0,542676,92623.0,547208.0,1558098773,1559851278,,[],,REGISTERED,1003527.0,
31,1011208.0,6315,92623.0,547212.0,1558472050,1559851402,,[],,REGISTERED,1011208.0,
32,,662684,,,1565464320,1658531236,,[],,,,
33,,674087,,,1566068617,1566068680,,[],,,,
34,,674978,,,1566085205,1566092135,,[],,,,
35,,667098,,,1566085572,1566091846,,[],,,,
36,,674999,,,1566085760,1566086180,,[],,,,
37,,478556,,,1566086770,1566092227,,[],,,,
38,,115549,,,1565881991,1565920879,,[],,,,
39,,666529,,,1565734297,1658531234,,[],,,,
40,,666609,,,1565736859,1658531234,,[],,,,
41,,666418,,,1565731876,1658531129,,[],,,,
42,,664545,,,1565630767,1565920895,,[],,,,
43,,659919,,,1565288975,1566093874,,[],,,,
44,,663765,,,1565558230,1566091812,,[],,,,
45,,663767,,,1565558318,1566091812,,[],,,,
46,,665824,,,1565711464,1566095707,,[],,,,
47,,664761,,,1565967238,1566091828,,[],,,,
48,,641864,,,1565265655,1566092263,,[],,,,
49,1400586.0,704832,110421.0,696459.0,1569014364,1570107409,Positive,[],,REGISTERED,1400586.0,True
50,1414655.0,619685,110421.0,696459.0,1569264432,1570066223,,[],,REGISTERED,1414655.0,
51,1417331.0,761938,110421.0,696459.0,1569286015,1570066225,,[],,REGISTERED,1417331.0,
52,1443837.0,774608,110421.0,696459.0,1569845359,1570066236,,[],,REGISTERED,1443837.0,
53,1443857.0,774614,110421.0,696459.0,1569846185,1569949630,,[],,CANCELLED,1443857.0,
54,1444079.0,774711,110421.0,696459.0,1569853991,1605723133,Positive,[],,REGISTERED,1444079.0,True
55,1444341.0,774842,110421.0,696459.0,1569858181,1570066238,,[],,CONFIRMED,1444341.0,
56,1447246.0,776106,110421.0,696459.0,1569894705,1605727455,,[],,REGISTERED,1447246.0,False
57,1448762.0,549365,110421.0,696459.0,1569948129,1605722520,,[],,REGISTERED,1448762.0,False
58,1451044.0,777653,110421.0,696459.0,1569972652,1570066256,,[],,REGISTERED,1451044.0,
59,,25306,,,1565384086,1566091808,,[],,,,
60,,129393,,,1565557808,1565569053,,[],,,,
61,,665461,,,1565664982,1566093468,,[],,,,
62,,670248,,,1565888795,1565958754,,[],,,,
63,1287367.0,699438,115864.0,635482.0,1567129749,1567465211,,[],,REGISTERED,1287367.0,
64,1287525.0,252503,115864.0,635482.0,1567130857,1567465211,,[],,REGISTERED,1287525.0,
65,1287563.0,699560,115864.0,635482.0,1567131257,1567465211,,[],,REGISTERED,1287563.0,
66,1287955.0,699783,115864.0,635482.0,1567135490,1567450275,,[],,CANCELLED,1287955.0,
67,1289273.0,700557,115864.0,635482.0,1567177573,1567465212,,[],,REGISTERED,1289273.0,
68,1294384.0,703257,115864.0,635482.0,1567302517,1567465213,,[],,REGISTERED,1294384.0,
69,1297599.0,704832,115864.0,635482.0,1567446258,1605726958,Positive,[],mary hooks,REGISTERED,1297599.0,True
70,1298765.0,99904,116366.0,637676.0,1567464152,1605723137,Positive,[],informative. uplifting. connecting.,REGISTERED,1298765.0,True
71,1394425.0,691372,116366.0,637676.0,1568935597,1570586549,,[],,REGISTERED,1394425.0,
72,1433421.0,769684,116366.0,637676.0,1569596108,1605722841,Positive,[],loved networking and sharing ideas.,REGISTERED,1433421.0,True
73,1433602.0,764236,116366.0,637676.0,1569598904,1605722843,,[],,REGISTERED,1433602.0,False
74,1433927.0,323382,116366.0,637676.0,1569603422,1605725649,Positive,[],,CONFIRMED,1433927.0,True
75,1436507.0,558151,116366.0,637676.0,1569637306,1570586587,,[],,CONFIRMED,1436507.0,
76,1448435.0,248460,116366.0,637676.0,1569943194,1570586594,,[],,REGISTERED,1448435.0,
77,1449146.0,670640,116366.0,637676.0,1569952735,1570586596,,[],,REGISTERED,1449146.0,
78,1451355.0,128486,116366.0,637676.0,1569975077,1570586603,,[],,REGISTERED,1451355.0,
79,1453491.0,741755,116366.0,637676.0,1570022987,1605723461,Positive,[],,REGISTERED,1453491.0,True
80,1453857.0,94123,116366.0,637676.0,1570028784,1570586607,,[],,REGISTERED,1453857.0,
81,1459034.0,780460,116366.0,637676.0,1570105912,1570586620,,[],,CONFIRMED,1459034.0,
82,1459279.0,442044,116366.0,637676.0,1570110035,1605722524,,[],,REGISTERED,1459279.0,False
83,1460805.0,781070,116366.0,637676.0,1570128957,1605725596,Positive,[],,CONFIRMED,1460805.0,True
84,1461802.0,781450,116366.0,637676.0,1570139970,1570586631,,[],,REGISTERED,1461802.0,
85,1463347.0,781903,116366.0,637676.0,1570151940,1570586634,,[],,REGISTERED,1463347.0,
86,1472682.0,325498,116366.0,637676.0,1570403833,1570586662,,[],,REGISTERED,1472682.0,
87,1475737.0,6375,116366.0,637676.0,1570462632,1605722523,Positive,[],experience working in education and the racial tensions and hostility. i'm happy she had a safe space. i'd be more interested in learning how can i help and,REGISTERED,1475737.0,True
88,2469787.0,1167855,223505.0,1204120.0,1580842641,1658532491,Positive,[],,CONFIRMED,2469787.0,True
89,2470900.0,453792,223505.0,1204120.0,1580846338,1658532491,Positive,[],"it was great, very informative, and organized",CONFIRMED,2470900.0,True
90,2471714.0,1168598,223505.0,1204120.0,1580849496,1581645675,,[],,REGISTERED,2471714.0,
91,2474309.0,663586,223505.0,1204120.0,1580857786,1581645676,,[],,REGISTERED,2474309.0,
92,2475599.0,443104,223505.0,1204120.0,1580860852,1581645677,,[],,REGISTERED,2475599.0,
93,2478900.0,1171291,223505.0,1204120.0,1580869495,1658535549,,[],,REGISTERED,2478900.0,False
94,2479310.0,93081,223505.0,1204120.0,1580870531,1658532490,,[],,CONFIRMED,2479310.0,False
95,2481222.0,1172071,223505.0,1204120.0,1580878033,1581645678,,[],,CONFIRMED,2481222.0,
96,2481792.0,1172257,223505.0,1204120.0,1580880950,1581645678,,[],,REGISTERED,2481792.0,
97,2507372.0,51210,223505.0,1204120.0,1580989623,1658532491,Positive,[],,REGISTERED,2507372.0,True
98,2507788.0,1180939,223505.0,1204120.0,1580993599,1581645686,,[],,CONFIRMED,2507788.0,
99,2507998.0,10883,223505.0,1204120.0,1580994921,1581605477,,[],,CANCELLED,2507998.0,
100,2508047.0,181319,223505.0,1204120.0,1580995286,1581645687,,[],,REGISTERED,2508047.0,
101,2510216.0,775344,223505.0,1204120.0,1581001949,1581618005,,[],,CANCELLED,2510216.0,
102,2510916.0,1182496,223505.0,1204120.0,1581002910,1581645687,,[],,CONFIRMED,2510916.0,
103,2511249.0,1182632,223505.0,1204120.0,1581003942,1581645688,,[],,REGISTERED,2511249.0,
104,2511942.0,444060,223505.0,1204120.0,1581005692,1658538488,,[],,REGISTERED,2511942.0,False
105,2513596.0,1183483,223505.0,1204120.0,1581010409,1581645689,,[],,REGISTERED,2513596.0,
106,2519053.0,1185288,223505.0,1204120.0,1581022210,1581645693,,[],,REGISTERED,2519053.0,
107,2556002.0,442213,223505.0,1204120.0,1581120501,1581645709,,[],,CONFIRMED,2556002.0,
108,2570540.0,6375,223505.0,1204120.0,1581170309,1581645714,,[],,REGISTERED,2570540.0,
109,2593129.0,857320,223505.0,1204120.0,1581217151,1581645724,,[],,CONFIRMED,2593129.0,
110,2598387.0,715698,223505.0,1204120.0,1581257941,1581645728,,[],,CONFIRMED,2598387.0,
111,2599038.0,1216091,223505.0,1204120.0,1581258995,1581645729,,[],,REGISTERED,2599038.0,
112,2623639.0,1225276,223505.0,1204120.0,1581356930,1658538488,,[],,CONFIRMED,2623639.0,False
113,2631379.0,874222,223505.0,1204120.0,1581377932,1658535548,,[],,REGISTERED,2631379.0,False
114,2641137.0,1231632,223505.0,1204120.0,1581421317,1581645804,,[],,REGISTERED,2641137.0,
115,2643433.0,449485,223505.0,1204120.0,1581433175,1658532490,Positive,[],great hearing from candidates about their attitudes. i am a new candidate and am learning. believe strongly in working families!,REGISTERED,2643433.0,True
116,2648615.0,1234876,223505.0,1204120.0,1581445663,1605723140,Positive,[],,REGISTERED,2648615.0,True
117,2653203.0,95781,223505.0,1204120.0,1581452833,1581645815,,[],,CONFIRMED,2653203.0,
118,2655110.0,1237622,223505.0,1204120.0,1581456155,1581645817,,[],,REGISTERED,2655110.0,
119,2656362.0,1238222,223505.0,1204120.0,1581458430,1581645817,,[],,REGISTERED,2656362.0,
120,2660700.0,302456,223505.0,1204120.0,1581466909,1581645824,,[],,REGISTERED,2660700.0,
121,2661096.0,47237,223505.0,1204120.0,1581467615,1581645824,,[],,REGISTERED,2661096.0,
122,2663679.0,386849,223505.0,1204120.0,1581472574,1581645828,,[],,REGISTERED,2663679.0,
123,2665528.0,733191,223505.0,1204120.0,1581475813,1658538487,,[],,REGISTERED,2665528.0,False
124,2676925.0,259821,223505.0,1204120.0,1581525860,1658532490,Positive,[],,REGISTERED,2676925.0,True
125,2703754.0,736872,223505.0,1204120.0,1581571003,1581645881,,[],,REGISTERED,2703754.0,
126,2706973.0,441290,223505.0,1204120.0,1581602834,1581645890,,[],,REGISTERED,2706973.0,
127,2709137.0,1264571,223505.0,1204120.0,1581606382,1658535547,Positive,[],,REGISTERED,2709137.0,True
128,2713781.0,1266951,223505.0,1204120.0,1581615700,1581645899,,[],,REGISTERED,2713781.0,
129,2714259.0,558151,223505.0,1204120.0,1581616708,1658535549,Positive,[],,REGISTERED,2714259.0,True
130,2492646.0,1175633,223881.0,1204988.0,1580937124,1580954091,,[],,CANCELLED,2492646.0,
131,2492647.0,1175633,223881.0,1204989.0,1580937124,1580954082,,[],,CANCELLED,2492647.0,
132,2492648.0,1175633,223881.0,1204992.0,1580937124,1580954063,,[],,CANCELLED,2492648.0,
133,2492649.0,1175633,223881.0,1204990.0,1580937124,1580954075,,[],,CANCELLED,2492649.0,
134,2492650.0,1175633,223881.0,1204991.0,1580937124,1580954070,,[],,CANCELLED,2492650.0,
135,2492651.0,1175633,223881.0,1204993.0,1580937124,1580954052,,[],,CANCELLED,2492651.0,
136,2492652.0,1175633,223881.0,1204994.0,1580937124,1580954009,,[],,CANCELLED,2492652.0,
137,2492653.0,1175633,223881.0,1204995.0,1580937124,1580954134,,[],,CANCELLED,2492653.0,
138,2494941.0,1176351,223881.0,1204988.0,1580943105,1581356054,,[],,CANCELLED,2494941.0,
139,2494942.0,1176351,223881.0,1204989.0,1580943105,1585617101,Positive,[],,CONFIRMED,2494942.0,True
140,2495916.0,278021,223881.0,1204988.0,1580945632,1585617053,Positive,[],i really loved the process. the upgraded software is awesome. so efficient and flexible. love it!,CONFIRMED,2495916.0,True
141,2495917.0,278021,223881.0,1204989.0,1580945632,1585617067,Positive,[],priscilla is awesome! the group had a great time!,CONFIRMED,2495917.0,True
142,2495918.0,278021,223881.0,1204994.0,1580945633,1585099840,Positive,[],very easy to do,REGISTERED,2495918.0,True
143,2495919.0,278021,223881.0,1204995.0,1580945633,1585705562,Positive,[],"awesome experience, life altering!",CONFIRMED,2495919.0,True
144,2513474.0,791178,223881.0,1204988.0,1581010091,1585617055,,[],,CONFIRMED,2513474.0,False
145,2513475.0,791178,223881.0,1204989.0,1581010091,1585617114,,[],,REGISTERED,2513475.0,False
146,2513637.0,619641,223881.0,1204988.0,1581010535,1585617044,,[],,REGISTERED,2513637.0,False
147,2513638.0,619641,223881.0,1204990.0,1581010535,1585617108,,[],,REGISTERED,2513638.0,False
148,2514409.0,467354,223881.0,1204988.0,1581012541,1585617065,Positive,[],best damn party,CONFIRMED,2514409.0,True
149,2514410.0,467354,223881.0,1204989.0,1581012541,1585617031,,[],,REGISTERED,2514410.0,True
150,2531040.0,501254,223881.0,1204988.0,1581048188,1581382739,,[],,CANCELLED,2531040.0,
151,2531041.0,501254,223881.0,1204989.0,1581048188,1581961523,,[],,CANCELLED,2531041.0,
152,2531042.0,501254,223881.0,1204990.0,1581048188,1585617092,,[],,REGISTERED,2531042.0,False
